x,y1,y2,y3,y4
-2.5,12.574704,15.135206,-5.8602233,-5.66073
-2.4,11.643002,13.871184,-6.1706305,-5.680359
-2.3,10.363959,11.903253,-5.252294,-5.2754874
-2.2,9.317048,10.210037,-4.5380287,-4.8815665
-2.1,8.459567,9.035174,-4.8045235,-4.028091
-2.0,8.4692335,7.5734935,-4.395953,-4.1093416
-1.9,7.493344,6.6196856,-3.68042,-3.6580307
-1.8,6.529747,6.0787745,-3.3710089,-3.4586835
-1.7,5.550391,5.3579764,-3.0297318,-3.3433242
-1.6,5.378045,3.7658231,-2.994475,-3.290491
-1.5,4.5164533,3.0259936,-2.4567335,-2.4959311
-1.4,3.8153946,2.6046145,-1.501379,-2.4199753
-1.3,3.353316,2.496164,-2.1039262,-1.8199604
-1.2,2.8143356,2.1174655,-1.4256313,-1.8784187
-1.1,2.5305731,1.680601,-1.3852198,-0.90347636
-1.0,1.5982705,0.62375,-1.1835408,-0.5365194
-0.9,1.128041,0.8516221,-0.45666522,-0.8156074
-0.8,1.0118816,0.9627499,-0.7321073,-0.15201208
-0.7,1.3936191,0.34492546,-0.7524735,0.0928635
-0.6,0.27710173,0.3144833,-0.44733027,-0.1803574
-0.5,0.5663997,0.28819513,-0.092773706,0.33137274
-0.4,0.6914127,-0.24791127,-0.030088792,0.45108297
-0.3,0.60440975,0.4044014,0.28569916,1.3483374
-0.2,0.49519604,-0.1280033,0.30486828,1.2317408
-0.1,0.0056632166,-0.12430929,-0.07363541,1.5122228
2.842171e-13,0.18813615,0.42483926,0.283495,1.9282314
0.1,0.044189554,0.32427326,0.091694154,2.5170407
0.2,-0.082903706,-0.27258655,-0.24499238,2.7580261
0.3,0.33078513,0.4324517,-0.32597023,2.6460824
0.4,0.10011042,0.27676374,0.17082338,3.4540937
0.5,0.11608747,0.06980136,-0.612621,3.127006
0.6,0.39321196,-0.21238266,-0.35782218,4.246556
0.7,1.1430428,0.61274356,-0.23108108,4.291928
0.8,1.7552749,0.87862563,-0.2544658,3.9133363
0.9,2.0479944,0.80126196,-0.32705173,5.157441
1.0,2.4693673,0.6659194,-1.1285092,5.243729
1.1,1.9414378,1.2624356,-0.91703004,5.7403526
1.2,3.0335236,1.3177096,-1.0751916,5.4279356
1.3,3.3641758,2.1120393,-1.672737,5.694443
1.4,3.8618643,2.4941056,-1.7806983,6.1995754
1.5,4.428437,3.6745112,-2.6867857,6.576117
1.6,5.0432553,4.0572724,-2.4655707,6.88558
1.7,5.493782,4.878521,-2.422825,7.092215
1.8,6.7891226,6.2088585,-2.745543,7.442653
1.9,7.273511,6.712556,-3.326661,7.879105
2.0,8.427489,7.7108135,-4.3012786,7.6597967
2.1,8.497393,8.764815,-4.482107,8.034931
2.2,9.546223,10.7139845,-5.173451,8.9890375
2.3,10.773686,11.894628,-5.094699,9.080969
2.4,11.171818,13.66873,-6.2327666,9.308547
2.5,12.291645,15.210661,-6.488307,9.860018
2.6,13.307515,17.762754,-7.003327,10.193462
2.7,14.97736,20.03876,-7.2453713,10.15218
2.8,15.928901,22.005833,-7.692735,10.650232
2.9,16.751245,24.517778,-8.451072,10.21985
3.0,17.946115,26.768885,-8.858139,10.783048
3.1,19.690258,30.015133,-9.954044,11.085052
3.2,20.357082,33.171932,-10.436741,11.821388
3.3,22.037254,36.377586,-10.640265,11.634442
3.4,23.26693,39.579227,-11.209393,12.006687
3.5,24.60229,42.983788,-12.567059,12.065038
3.6,25.766226,47.012253,-12.770256,13.203511
3.7,27.211906,50.157505,-13.7131195,13.545362
3.8,29.10196,55.042114,-14.078194,13.067329
3.9,29.974524,59.37335,-14.975281,13.984398
4.0,32.153976,64.16633,-16.132065,13.516047
4.1,34.03749,68.654884,-16.362452,14.7463255
4.2,34.99388,73.930916,-17.9561,14.974939
4.3,37.29264,79.95786,-18.488129,14.826042
4.4,39.20697,85.513435,-19.828785,15.075598
4.5,40.700073,90.71066,-20.032341,15.35727
4.6,41.825386,97.01533,-20.676113,15.750145
4.7,43.97724,103.993225,-22.46714,15.805008
4.8,46.47247,110.826065,-22.78418,16.68406
4.9,47.672157,117.89122,-23.595156,16.645424
5.0,49.866634,124.649284,-24.539125,17.089443
5.1,51.696827,132.26611,-25.69906,17.499245
5.2,54.0149,140.64923,-26.592937,17.632118
5.3,56.280293,148.55917,-28.251865,18.21555
5.4,57.979378,157.27219,-28.755043,17.834158
5.5,60.28227,166.77287,-30.225456,18.032644
5.6,62.627773,175.22354,-30.96712,18.735022
5.7,64.98911,185.08992,-32.237236,19.330185
5.8,67.55058,194.8832,-33.224087,19.8284
5.9,69.602066,205.37582,-34.37785,19.998434
6.0,71.840614,216.03688,-36.23715,20.216469
6.1,74.61433,226.99971,-37.276924,20.033451
6.2,76.692696,238.58131,-38.294994,20.731829
6.3,79.43234,249.56464,-39.78783,20.51645
6.4,81.56981,261.9869,-41.412354,21.052937
6.5,84.50602,275.0225,-41.762913,21.75832
6.6,87.33863,287.19998,-43.532608,22.079334
6.7,89.97813,300.72916,-44.417465,22.549475
6.8,92.46594,314.78317,-46.702564,22.011127
6.9,95.319305,328.5125,-47.979156,22.946764
7.0,98.19846,343.17398,-49.429073,22.842342
7.1,101.266685,358.12195,-50.903175,23.287783
7.2,103.67441,373.38467,-51.827133,23.33164
7.3,106.82627,388.9324,-53.05754,23.80417
7.4,109.23678,405.0841,-54.43303,24.326252
7.5,112.528206,422.2588,-56.71003,24.52852
7.6,115.45984,439.15924,-57.50799,24.332283
7.7,118.91763,456.65274,-59.731934,25.038643
7.8,122.01945,474.82632,-60.85301,25.010044
7.9,124.45881,493.36304,-62.57625,25.717983
8.0,128.21577,512.46674,-64.259315,26.13415
8.1,131.34195,531.4563,-65.967285,26.665794
8.2,134.44933,551.71375,-67.60128,26.739937
8.3,137.60889,571.85345,-68.46834,26.966429
8.4,140.7614,592.2931,-70.30613,27.2692
8.5,144.01292,614.1664,-72.078926,27.446186
8.6,147.95248,635.70874,-73.660576,28.03528
8.7,151.76639,658.16644,-76.145256,28.370142
8.8,154.44226,681.4092,-77.15639,28.620432
8.9,158.7802,704.66907,-79.06716,28.437439
9.0,162.15,729.3602,-81.42309,28.52666
9.1,165.29237,753.9761,-82.40899,29.33522
9.2,168.9364,778.47845,-85.0527,29.912966
9.3,173.13045,804.2194,-86.121765,29.450222
9.4,176.86249,830.4324,-88.5912,29.841883
9.5,180.42369,857.2909,-89.92734,30.954018
9.6,184.71536,884.98315,-92.498634,30.840603
9.7,188.58081,912.8591,-94.471214,31.329016
9.8,192.35464,941.69147,-96.30445,31.660675
9.9,195.73784,969.892,-97.78499,32.06862
10.0,199.61668,1000.1294,-99.89263,31.775385
10.1,204.08694,1030.3326,-102.164085,32.794144
10.2,208.44633,1061.3898,-104.27039,32.513256
10.3,212.5696,1092.6853,-106.327065,33.368526
10.4,216.2456,1125.0438,-108.01388,32.83666
10.5,220.70248,1157.8105,-110.31383,33.45703
10.6,224.52979,1191.5029,-112.471596,33.99139
10.7,229.06226,1225.2175,-114.40927,33.889355
10.8,233.41405,1259.279,-116.970505,34.01928
10.9,238.04184,1294.9216,-118.410034,34.215076
11.0,242.4835,1330.8663,-121.29233,34.766033
11.1,246.13945,1367.725,-122.83037,35.240227
11.2,251.05466,1405.3699,-125.223305,35.86698
11.3,255.42444,1443.2794,-127.51543,35.73283
11.4,260.09708,1481.6272,-129.57515,35.96651
11.5,264.35956,1520.9266,-132.38002,36.587234
11.6,268.99677,1561.1566,-134.61871,36.595413
11.7,273.52884,1601.5865,-136.45676,36.952827
11.8,278.34952,1643.2593,-139.37811,37.51602
11.9,282.74237,1684.7915,-141.26505,37.48216
12.0,287.75256,1727.5914,-144.17874,38.24549
12.1,292.86813,1771.5088,-146.64738,38.039337
12.2,297.22754,1815.663,-149.25363,38.811108
12.3,302.20535,1860.746,-151.66315,39.035286
12.4,307.3622,1906.6569,-153.36534,38.85432
12.5,312.9949,1953.1306,-155.97112,39.24206
12.6,317.23322,2000.7048,-159.06036,39.322414
12.7,322.80637,2048.5498,-161.73982,39.897366
12.8,327.22183,2097.5156,-163.60669,40.30652
12.9,332.93857,2146.596,-166.36176,40.868797
13.0,338.11267,2196.9585,-169.38219,40.718204
13.1,342.74094,2247.6887,-171.44719,41.49211
13.2,348.3496,2300.264,-174.57416,41.49135
13.3,353.33072,2352.2703,-176.73198,42.175613
13.4,359.2471,2406.4814,-179.88498,41.99549
13.5,364.6303,2460.6226,-182.26553,42.683697
13.6,370.08694,2515.6782,-185.15509,43.1896
13.7,375.36087,2571.2312,-188.14626,42.658417
13.8,380.88202,2628.376,-190.39896,43.57624
13.9,386.7677,2685.783,-193.3345,43.728825
14.0,392.33017,2744.4363,-195.7795,44.099045
14.1,397.64865,2803.1565,-198.64586,43.805843
14.2,403.6105,2862.8464,-201.88701,44.239216
14.3,408.49097,2924.606,-204.6174,45.361687
14.4,414.9565,2986.157,-207.11444,45.080082
14.5,420.09106,3048.5098,-210.08682,45.554787
14.6,426.08826,3111.9004,-213.03645,45.413708
14.7,432.10046,3176.3123,-215.80878,46.314342
14.8,438.4895,3241.9377,-218.73935,46.787495
14.9,444.44843,3308.226,-221.82872,46.842384
15.0,450.18088,3375.4875,-225.1255,46.839344
15.1,456.09528,3443.3887,-228.17847,47.232365
15.2,462.34503,3512.273,-231.00076,47.44159
15.3,467.90082,3581.3147,-234.30629,47.469254
15.4,474.54358,3652.6763,-237.35175,48.52379
15.5,480.44684,3723.793,-240.35942,48.02162
15.6,486.76556,3796.1887,-243.07187,48.40098
15.7,493.28525,3870.0981,-246.01884,49.003017
15.8,499.0066,3943.986,-249.98189,49.78271
15.9,505.75754,4020.0017,-252.96744,49.281147
16.0,512.4037,4095.8162,-256.04916,50.071407
16.1,518.2954,4173.298,-259.09195,50.55553
16.2,525.2434,4251.104,-262.83572,50.2947
16.3,531.128,4330.639,-265.1985,51.258762
16.4,537.7118,4410.641,-269.3571,51.138046
16.5,544.7479,4492.4473,-271.8423,51.246986
16.6,551.5445,4574.3804,-275.0722,52.17229
16.7,558.2198,4657.4727,-278.46487,52.46907
16.8,564.3246,4741.982,-282.46182,52.125458
16.9,571.349,4827.1245,-285.44275,53.076214
17.0,577.6415,4913.3125,-289.1459,52.76315
17.1,584.3328,5000.634,-292.1192,53.41665
17.2,591.38666,5088.068,-295.7864,53.751015
17.3,599.01965,5177.6855,-298.94562,54.12692
17.4,605.0995,5267.9717,-303.13647,54.45738
17.5,612.145,5359.485,-306.32318,54.251953
17.6,619.992,5451.669,-309.83557,54.387135
17.7,626.95996,5545.095,-313.6769,55.4647
17.8,633.6275,5639.691,-316.55746,55.45325
17.9,641.0297,5735.028,-320.27545,55.458572
18.0,647.8027,5831.895,-323.70245,56.215965
18.1,655.0001,5929.5513,-327.48825,56.54671
18.2,662.3038,6028.163,-331.41544,56.576256
18.3,670.21405,6128.5586,-335.2948,57.239204
18.4,676.9765,6229.708,-339.03845,57.309723
18.5,684.13403,6331.518,-341.86203,57.658176
18.6,691.8218,6434.9,-346.17392,57.58802
18.7,699.3213,6538.7046,-349.34857,58.441654
18.8,706.9684,6644.8047,-353.8452,57.978577
18.9,714.2431,6751.6206,-356.7777,58.493996
19.0,722.1102,6858.8784,-360.88013,59.27069
19.1,729.20984,6968.3413,-364.33038,59.532738
19.2,736.78015,7077.4497,-368.3904,59.51655
19.3,745.17975,7189.209,-372.147,59.49334
19.4,752.59357,7301.0664,-376.00824,60.48144
19.5,760.8068,7415.238,-380.01773,60.855038
19.6,768.1096,7529.7085,-384.08142,60.758614
19.7,776.60175,7645.027,-388.43192,61.35118
19.8,784.3397,7761.9155,-392.26804,61.022953
19.9,791.57666,7880.8237,-395.94733,61.562817
